b	404
b	405
b	405
b	407
b	415
b	420
b	427
b	432
b	435
b	439
b	441
b	445
b	452
b	456
b	457
b	461
b	462
b	464
b	469
b	472
b	474
b	476
b	476
b	477
b	478
b	480
b	482
b	488
b	488
b	488
b	492
b	493
b	494
b	494
b	498
b	501
b	502
b	505
b	507
b	509
b	513
b	515
b	523
b	525
b	530
b	531
b	533
b	534
b	534
b	534
b	538
b	539
b	543
b	551
b	560
b	561
b	561
b	564
b	573
b	575
b	595
b	597
b	605
b	637
b	652
b	654
b	667
b	695
b	725
b	734
d	1985
d	2008
d	2014
d	2036
d	2038
d	2042
d	2046
d	2047
d	2054
d	2058
d	2060
d	2061
d	2063
d	2070
d	2073
d	2077
d	2077
d	2084
d	2085
d	2086
d	2088
d	2091
d	2093
d	2094
d	2097
d	2101
d	2102
d	2102
d	2103
d	2107
d	2109
d	2110
d	2112
d	2113
d	2113
d	2116
d	2121
d	2127
d	2128
d	2129
d	2134
d	2134
d	2139
d	2140
d	2141
d	2144
d	2155
d	2157
d	2157
d	2161
d	2163
d	2166
d	2171
d	2196
d	2199
d	2204
d	2217
d	2217
d	2271
d	2281
d	2285
d	2335
d	2419
d	2433
d	2468
d	2530
d	2536
d	2711
d	3180
d	3244
f	110
f	111
f	12
f	12
f	12
f	1203
f	13
f	13
f	13
f	135
f	139
f	14
f	14
f	14
f	14
f	16
f	16
f	17
f	17
f	18
f	18
f	18
f	18
f	20
f	20
f	20
f	21
f	21
f	21
f	23
f	24
f	25
f	25
f	25
f	26
f	27
f	27
f	28
f	29
f	29
f	30
f	30
f	31
f	32
f	33
f	36
f	36
f	36
f	38
f	38
f	39
f	42
f	446
f	48
f	52
f	52
f	58
f	61
f	62
f	62
f	66
f	67
f	69
f	746
f	80
f	81
f	9
f	9
f	9
f	95
m	127122
m	128450
m	128631
m	130001
m	130120
m	130254
m	130451
m	130599
m	130849
m	131430
m	131524
m	131555
m	131630
m	131934
m	132407
m	132721
m	132724
m	132802
m	133266
m	133398
m	133486
m	133519
m	133715
m	133778
m	133974
m	134177
m	134255
m	134787
m	134911
m	134945
m	135219
m	135691
m	135976
m	136084
m	136251
m	136275
m	136303
m	136820
m	136850
m	136887
m	137048
m	137383
m	137460
m	137562
m	138416
m	138597
m	138904
m	139737
m	139757
m	139950
m	140422
m	140769
m	140794
m	141962
m	142165
m	142954
m	143785
m	144517
m	144858
m	145256
m	145331
m	146067
m	146955
m	147560
m	148828
m	152674
m	162489
m	175622
m	191467
m	247054
n	17
n	18
n	18
n	18
n	19
n	196
n	20
n	20
n	23
n	23
n	25
n	25
n	25
n	25
n	25
n	28
n	28
n	28
n	28
n	29
n	29
n	30
n	30
n	30
n	30
n	30
n	31
n	31
n	31
n	32
n	32
n	32
n	33
n	33
n	34
n	34
n	34
n	35
n	36
n	36
n	36
n	37
n	38
n	38
n	40
n	40
n	40
n	42
n	43
n	44
n	47
n	47
n	48
n	48
n	49
n	49
n	50
n	50
n	51
n	52
n	59
n	62
n	62
n	62
n	68
n	79
n	82
n	85
n	89
n	91
q	161
q	162
q	163
q	166
q	168
q	169
q	169
q	170
q	171
q	175
q	175
q	176
q	176
q	178
q	179
q	180
q	181
q	182
q	182
q	184
q	185
q	186
q	187
q	187
q	189
q	189
q	190
q	190
q	192
q	194
q	195
q	196
q	199
q	204
q	204
q	205
q	205
q	205
q	207
q	208
q	209
q	209
q	209
q	210
q	211
q	212
q	213
q	217
q	217
q	218
q	218
q	221
q	225
q	231
q	236
q	237
q	249
q	249
q	263
q	264
q	269
q	281
q	282
q	285
q	286
q	297
q	321
q	380
q	439
q	483
s	300
s	312
s	315
s	320
s	320
s	324
s	331
s	331
s	332
s	334
s	336
s	338
s	340
s	341
s	341
s	342
s	343
s	345
s	348
s	348
s	348
s	351
s	352
s	353
s	353
s	353
s	354
s	355
s	355
s	355
s	356
s	356
s	356
s	360
s	362
s	362
s	363
s	365
s	367
s	367
s	369
s	369
s	370
s	374
s	377
s	385
s	386
s	388
s	393
s	395
s	397
s	400
s	401
s	403
s	406
s	406
s	407
s	411
s	422
s	426
s	432
s	432
s	433
s	436
s	446
s	452
s	460
s	462
s	467
s	467
v	100
v	101
v	103
v	104
v	105
v	109
v	123
v	300
v	59
v	60
v	60
v	60
v	62
v	63
v	64
v	65
v	65
v	65
v	65
v	66
v	66
v	67
v	68
v	68
v	68
v	69
v	70
v	71
v	72
v	74
v	75
v	75
v	75
v	75
v	76
v	76
v	76
v	77
v	77
v	78
v	79
v	79
v	79
v	79
v	80
v	80
v	82
v	83
v	83
v	83
v	84
v	84
v	84
v	84
v	85
v	86
v	87
v	88
v	89
v	89
v	91
v	91
v	91
v	92
v	93
v	93
v	95
v	95
v	96
v	98
voy	100
voy	101
voy	102
voy	104
voy	106
voy	107
voy	107
voy	107
voy	110
voy	112
voy	118
voy	119
voy	121
voy	125
voy	129
voy	135
voy	137
voy	140
voy	160
voy	167
voy	180
voy	184
voy	224
voy	240
voy	268
voy	273
voy	279
voy	358
voy	383
voy	544
voy	72
voy	72
voy	73
voy	76
voy	76
voy	77
voy	77
voy	78
voy	80
voy	80
voy	80
voy	80
voy	82
voy	83
voy	84
voy	84
voy	85
voy	86
voy	86
voy	87
voy	87
voy	88
voy	88
voy	88
voy	89
voy	90
voy	90
voy	92
voy	92
voy	92
voy	929
voy	93
voy	94
voy	95
voy	95
voy	95
voy	95
voy	97
voy	98
voy	99
w	1004
w	101
w	101
w	103
w	104
w	106
w	106
w	108
w	108
w	109
w	112
w	112
w	114
w	115
w	115
w	116
w	117
w	119
w	120
w	122
w	125
w	126
w	128
w	129
w	130
w	131
w	132
w	134
w	137
w	137
w	1400
w	142
w	144
w	148
w	154
w	1553
w	158
w	178
w	206
w	221
w	233
w	245
w	249
w	259
w	264
w	269
w	277
w	307
w	309
w	533
w	633
w	65
w	66
w	703
w	71
w	73
w	73
w	74
w	77
w	80
w	80
w	81
w	83
w	84
w	87
w	89
w	91
w	922
w	97
w	99
wd	1141
wd	417
wd	417
wd	418
wd	419
wd	422
wd	422
wd	423
wd	423
wd	423
wd	424
wd	424
wd	425
wd	425
wd	426
wd	427
wd	428
wd	429
wd	429
wd	429
wd	430
wd	431
wd	431
wd	433
wd	433
wd	434
wd	435
wd	435
wd	436
wd	437
wd	437
wd	437
wd	438
wd	440
wd	440
wd	441
wd	441
wd	442
wd	442
wd	442
wd	443
wd	445
wd	448
wd	448
wd	449
wd	449
wd	449
wd	450
wd	451
wd	451
wd	453
wd	455
wd	458
wd	458
wd	464
wd	466
wd	485
wd	486
wd	487
wd	490
wd	492
wd	499
wd	500
wd	537
wd	537
wd	543
wd	55413
wd	564
wd	761
wd	848
wikipedia	1141455
wikipedia	141585
wikipedia	142349
wikipedia	143251
wikipedia	143285
wikipedia	144420
wikipedia	145256
wikipedia	145337
wikipedia	145396
wikipedia	145441
wikipedia	145831
wikipedia	146141
wikipedia	146181
wikipedia	146206
wikipedia	146370
wikipedia	146385
wikipedia	146430
wikipedia	146754
wikipedia	147005
wikipedia	147103
wikipedia	147332
wikipedia	147398
wikipedia	147443
wikipedia	147728
wikipedia	147865
wikipedia	148019
wikipedia	148138
wikipedia	148216
wikipedia	148933
wikipedia	149036
wikipedia	149447
wikipedia	149481
wikipedia	149611
wikipedia	149709
wikipedia	149710
wikipedia	149920
wikipedia	150416
wikipedia	150475
wikipedia	150632
wikipedia	150870
wikipedia	151037
wikipedia	151263
wikipedia	151416
wikipedia	151621
wikipedia	151971
wikipedia	151994
wikipedia	152066
wikipedia	152107
wikipedia	152138
wikipedia	152750
wikipedia	153040
wikipedia	153339
wikipedia	153847
wikipedia	154156
wikipedia	154830
wikipedia	155084
wikipedia	155262
wikipedia	157139
wikipedia	157513
wikipedia	157967
wikipedia	160905
wikipedia	163616
wikipedia	163876
wikipedia	166527
wikipedia	166574
wikipedia	169861
wikipedia	185822
wikipedia	187122
wikipedia	209666
wikipedia	227372
zero	1004
zero	1006
zero	1012
zero	1015
zero	1016
zero	1018
zero	1020
zero	1020
zero	1023
zero	1027
zero	1027
zero	1035
zero	1046
zero	1046
zero	1051
zero	1055
zero	1055
zero	1077
zero	1089
zero	1093
zero	1096
zero	1099
zero	1161
zero	1163
zero	1209
zero	1210
zero	1223
zero	1331
zero	1606
zero	2158
zero	2336
zero	2483
zero	2500
zero	3490
zero	5870
zero	834
zero	853
zero	892
zero	893
zero	896
zero	898
zero	900
zero	904
zero	912
zero	914
zero	926
zero	929
zero	930
zero	931
zero	932
zero	933
zero	937
zero	938
zero	939
zero	947
zero	949
zero	950
zero	954
zero	954
zero	957
zero	966
zero	967
zero	967
zero	969
zero	972
zero	973
zero	989
zero	991
zero	995
zero	997
